origem,destino,volume
1,1,1.7939985167436818
1,2,17.729956072793655
1,3,6.423389811170061
1,4,20.381573392663586
1,5,22.324342518112843
1,6,18.745096696902277
1,7,22.33309373038964
1,8,16.40852301899709
1,9,7.429779223001883
1,10,11.289063837069998
1,11,13.389354783501625
1,12,9.171270466084774
1,13,18.54381881453591
1,14,1.6102230589309146
1,15,6.817194363625991
1,16,32.92206058531576
1,17,51.48338182440527
1,18,0.05250727366079069
1,19,8.943738946888015
1,20,13.293091448456844
1,21,57.845513149637746
1,22,0.026253636830395347
1,23,0.936379713617434
1,24,12.35671173483941
1,25,5.0231958468823095
1,26,7.5960522562610535
1,27,33.35962119915568
1,28,2.257812767414
1,29,11.096537166980433
1,30,16.653556962747448
1,31,30.900530549375322
1,32,12.951794169661703
1,33,18.736345484625478
1,34,8.602441668092874
1,35,2.5203491357179533
1,36,7.000969821438758
1,37,12.190438701580238
1,38,17.694951223686463
1,39,0.9888869872782247
1,40,13.599383878144788
1,41,27.155011694905586
1,42,5.86331222545496
1,43,16.776073934622627
1,44,0.2187803069199612
1,45,7.114735581037139
1,46,1.52271093616293
1,47,35.80120942438245
1,48,18.246277597124763
1,49,11.201551714302013
1,50,4.699400992640767
1,51,26.096115009412973
1,52,38.75911917394033
1,53,0.10501454732158139
2,1,2.3015574191340065
2,2,22.746123566660962
2,3,8.240698271435907
2,4,26.14793770323464
2,5,28.640355981516343
2,6,24.04846825260996
2,7,28.651583090877974
2,8,21.050830053054938
2,9,9.531815848023276
2,10,14.482971076501798
2,11,17.17747732329283
2,12,11.766010610987507
2,13,23.790244737292486
2,14,2.065788122539791
2,15,8.745918192709224
2,16,42.23638541844943
2,17,66.04908437446517
2,18,0.0673626561697758
2,19,11.474105767585145
2,20,17.053979120314906
2,21,74.21119288036968
2,22,0.0336813280848879
2,23,1.2013007016943351
2,24,15.852678418620572
2,25,6.444360773575219
2,26,9.745130925894232
2,27,42.79774088653089
2,28,2.8965942153003597
2,29,14.235974670545952
2,30,21.36518911518056
2,31,39.64292315591306
2,32,16.616121855211365
2,33,24.03724114324833
2,34,11.036248502481602
2,35,3.2334074961492383
2,36,8.98168748930344
2,37,15.639363340749615
2,38,22.701215129214447
2,39,1.2686633578641109
2,40,17.446927947971933
2,41,34.837720349135715
2,42,7.522163272291631
2,43,21.52236864624337
2,44,0.2806777340407325
2,45,9.127639911004621
2,46,1.9535170289234982
2,47,45.93010439842547
2,48,23.40852301899709
2,49,14.370699982885505
2,50,6.028957727194935
2,51,33.47924011637857
2,52,49.72486736265617
2,53,0.1347253123395516
3,1,1.8571510069028467
3,2,18.354087512122767
3,3,6.649506532032632
3,4,21.099047293057218
3,5,23.110205944434938
3,6,19.40496320383365
3,7,23.11926521763934
3,8,16.986137258257745
3,9,7.6913229505391065
3,10,11.686462433681328
3,11,13.86068800273832
3,12,9.494118318215529
3,13,19.196599920132353
3,14,1.66690626961036
3,15,7.057173826230818
3,16,34.08098579496834
3,17,53.2957042615095
3,18,0.05435563922642478
3,19,9.258577214901022
3,20,13.761035997489873
3,21,59.8817958811113
3,22,0.02717781961321239
3,23,0.969342232871242
3,24,12.791693764618632
3,25,5.2000228193279705
3,26,7.863449141422786
3,27,34.53394945518855
3,28,2.3372924867362657
3,29,11.487158423184438
3,30,17.23979690798106
3,31,31.988293684750985
3,32,13.407724342518113
3,33,19.395903930629242
3,34,8.90526555992926
3,35,2.6090706828683894
3,36,7.247418563523304
3,37,12.619567573734953
3,38,18.317850419305152
3,39,1.0236978720976668
